,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F
18136,5100,Africa,1094,"Meat indigenous, chicken",5323,Production,1000 Head,356571.0,A,372568.0,A,384950.0,A,405883.0,A,425826.0,A,449316.0,A,477487.0,A,505629.0,A,542654.0,A,574325.0,A,596817.0,A,637260.0,A,672107.0,A,707695.0,A,740032.0,A,790702.0,A,831521.0,A,852803.0,A,884970.0,A,942052.0,A,1011409.0,A,1068608.0,A,1129476.0,A,1217262.0,A,1314992.0,A,1408085.0,A,1487216.0,A,1516307.0,A,1575930.0,A,1738563.0,A,1737624.0,A,1761309.0,A,1760589.0,A,1820888.0,A,1943217.0,A,2006159.0,A,2143937.0,A,2182241.0,A,2306812.0,A,2360345.0,A,2514050.0,A,2596507.0,A,2624879.0,A,2684865.0,A,2724120.0,A,2856921.0,A,3114627.0,A,3315693.0,A,3532103.0,A,3791825.0,A,3792331.0,A,3819502.0,A,3909603.0,A,,,,,,,,
18138,5100,Africa,1094,"Meat indigenous, chicken",5510,Production,tonnes,268258.0,A,284599.0,A,297141.0,A,318657.0,A,337849.0,A,362453.0,A,390416.0,A,417799.0,A,458335.0,A,485451.0,A,505679.0,A,548569.0,A,593229.0,A,605360.0,A,662853.0,A,716476.0,A,756172.0,A,786975.0,A,813137.0,A,860242.0,A,914799.0,A,977493.0,A,1034719.0,A,1106313.0,A,1182293.0,A,1260582.0,A,1312457.0,A,1366945.0,A,1422431.0,A,1818591.0,A,1826348.0,A,1861800.0,A,1874727.0,A,1978835.0,A,2136940.0,A,2250600.0,A,2443203.0,A,2474934.0,A,2602504.0,A,2755411.0,A,2953473.0,A,3040368.0,A,3107954.0,A,3184906.0,A,3269688.0,A,3349574.0,A,3695364.0,A,3955022.0,A,4155204.0,A,4469488.0,A,4498859.0,A,4554707.0,A,4691002.0,A,,,,,,,,
18139,5100,Africa,1070,"Meat indigenous, duck",5323,Production,1000 Head,8221.0,A,8411.0,A,8587.0,A,8783.0,A,8860.0,A,9030.0,A,9704.0,A,9781.0,A,10068.0,A,10440.0,A,10566.0,A,10827.0,A,10789.0,A,10685.0,A,10796.0,A,11011.0,A,11161.0,A,11587.0,A,11731.0,A,10895.0,A,10898.0,A,13082.0,A,14774.0,A,15608.0,A,17057.0,A,17847.0,A,17352.0,A,18279.0,A,18538.0,A,19434.0,A,19979.0,A,20160.0,A,20549.0,A,20676.0,A,21368.0,A,22435.0,A,23290.0,A,24100.0,A,23979.0,A,25286.0,A,25693.0,A,26134.0,A,26671.0,A,28531.0,A,30366.0,A,32247.0,A,34493.0,A,36269.0,A,36765.0,A,38748.0,A,37773.0,A,40432.0,A,40235.0,A,,,,,,,,
18141,5100,Africa,1070,"Meat indigenous, duck",5510,Production,tonnes,17114.0,A,17510.0,A,17880.0,A,18285.0,A,18396.0,A,18719.0,A,19707.0,A,19927.0,A,20440.0,A,21270.0,A,21470.0,A,22197.0,A,22150.0,A,22175.0,A,22482.0,A,23267.0,A,23695.0,A,24682.0,A,25109.0,A,23575.0,A,23719.0,A,29612.0,A,34217.0,A,36408.0,A,39400.0,A,41016.0,A,39981.0,A,41966.0,A,42468.0,A,44238.0,A,45419.0,A,45903.0,A,46784.0,A,47110.0,A,48699.0,A,51278.0,A,53297.0,A,55197.0,A,54671.0,A,56628.0,A,56880.0,A,57737.0,A,63310.0,A,68740.0,A,73723.0,A,78996.0,A,84680.0,A,88606.0,A,90427.0,A,87385.0,A,85267.0,A,93343.0,A,93017.0,A,,,,,,,,
18142,5100,Africa,1077,"Meat indigenous, geese",5323,Production,1000 Head,4494.0,A,4665.0,A,4786.0,A,4906.0,A,5027.0,A,5188.0,A,5289.0,A,5380.0,A,5461.0,A,5652.0,A,5743.0,A,5844.0,A,5945.0,A,5766.0,A,6067.0,A,5960.0,A,5987.0,A,6294.0,A,6333.0,A,5654.0,A,5676.0,A,6891.0,A,7972.0,A,8424.0,A,9224.0,A,9474.0,A,9014.0,A,9404.0,A,9364.0,A,9745.0,A,9995.0,A,10096.0,A,10335.0,A,10442.0,A,10587.0,A,10871.0,A,11116.0,A,11290.0,A,11495.0,A,11794.0,A,11747.0,A,11747.0,A,11847.0,A,11848.0,A,11944.0,A,11947.0,A,11954.0,A,11957.0,A,12041.0,A,12111.0,A,12126.0,A,12204.0,A,12194.0,A,,,,,,,,
18144,5100,Africa,1077,"Meat indigenous, geese",5510,Production,tonnes,16287.0,A,16921.0,A,17344.0,A,17765.0,A,18189.0,A,18780.0,A,19120.0,A,19417.0,A,19673.0,A,20306.0,A,20604.0,A,20943.0,A,21283.0,A,20781.0,A,21709.0,A,21426.0,A,21537.0,A,22493.0,A,22654.0,A,20644.0,A,20734.0,A,26007.0,A,30714.0,A,32611.0,A,35131.0,A,36013.0,A,34753.0,A,36055.0,A,36055.0,A,27320.0,A,28041.0,A,28243.0,A,28959.0,A,29281.0,A,29716.0,A,30568.0,A,31204.0,A,31726.0,A,32341.0,A,33236.0,A,33096.0,A,33096.0,A,33397.0,A,33400.0,A,33588.0,A,33597.0,A,33620.0,A,33623.0,A,33879.0,A,34064.0,A,34110.0,A,46073.0,A,46043.0,A,,,,,,,,
18145,5100,Africa,1032,"Meat indigenous, goat",5322,Production,Head,28400850.0,A,29250599.0,A,28827212.0,A,29495591.0,A,30825464.0,A,31456803.0,A,32175049.0,A,33088085.0,A,34004070.0,A,34854143.0,A,35113627.0,A,35914864.0,A,35161803.0,A,35980152.0,A,36625078.0,A,36838691.0,A,38850929.0,A,41251764.0,A,42704311.0,A,43877881.0,A,43174877.0,A,43994505.0,A,45014118.0,A,45166877.0,A,46510214.0,A,47606451.0,A,50415465.0,A,52560481.0,A,54749445.0,A,55885286.0,A,57614950.0,A,59094546.0,A,56724314.0,A,59096999.0,A,63119495.0,A,65373348.0,A,68697677.0,A,70582842.0,A,75189611.0,A,77981338.0,A,81158123.0,A,84765573.0,A,87283149.0,A,90635313.0,A,93772984.0,A,99945169.0,A,103895764.0,A,106066100.0,A,108971828.0,A,110707665.0,A,114702276.0,A,96203254.0,A,97624219.0,A,,,,,,,,
18147,5100,Africa,1032,"Meat indigenous, goat",5510,Production,tonnes,313546.0,A,321505.0,A,319110.0,A,326418.0,A,341490.0,A,349727.0,A,362366.0,A,375728.0,A,386615.0,A,395037.0,A,394902.0,A,400203.0,A,385449.0,A,392636.0,A,412631.0,A,417387.0,A,439253.0,A,476245.0,A,493488.0,A,510608.0,A,504110.0,A,517610.0,A,528812.0,A,529752.0,A,534661.0,A,553446.0,A,589273.0,A,621202.0,A,648796.0,A,660184.0,A,682754.0,A,702906.0,A,691474.0,A,723153.0,A,777635.0,A,807325.0,A,847236.0,A,857507.0,A,884545.0,A,916648.0,A,954076.0,A,990791.0,A,1015209.0,A,1047671.0,A,1129607.0,A,1132327.0,A,1183476.0,A,1213821.0,A,1245000.0,A,1258022.0,A,1294190.0,A,1308169.0,A,1325964.0,A,,,,,,,,
18148,5100,Africa,1120,"Meat indigenous, horse",5322,Production,Head,92831.0,A,99674.0,A,107247.0,A,108426.0,A,115710.0,A,99598.0,A,94163.0,A,98681.0,A,95961.0,A,112794.0,A,129176.0,A,129234.0,A,136471.0,A,128190.0,A,128130.0,A,120591.0,A,116654.0,A,106782.0,A,115323.0,A,118539.0,A,129426.0,A,108423.0,A,107919.0,A,81896.0,A,86403.0,A,84032.0,A,87983.0,A,95662.0,A,101047.0,A,106854.0,A,109047.0,A,106469.0,A,106939.0,A,109225.0,A,109086.0,A,110715.0,A,113109.0,A,115487.0,A,110211.0,A,112603.0,A,119042.0,A,120360.0,A,122446.0,A,124580.0,A,127305.0,A,134055.0,A,140831.0,A,150895.0,A,144664.0,A,159959.0,A,149335.0,A,149594.0,A,149671.0,A,,,,,,,,
18150,5100,Africa,1120,"Meat indigenous, horse",5510,Production,tonnes,10021.0,A,10883.0,A,11462.0,A,12023.0,A,12077.0,A,10786.0,A,10302.0,A,10753.0,A,10528.0,A,12168.0,A,13678.0,A,13511.0,A,14358.0,A,13352.0,A,12570.0,A,13052.0,A,13642.0,A,12546.0,A,13819.0,A,14784.0,A,15868.0,A,13720.0,A,12874.0,A,9949.0,A,10509.0,A,10187.0,A,10656.0,A,11616.0,A,12299.0,A,13072.0,A,13334.0,A,12996.0,A,13171.0,A,13450.0,A,13534.0,A,13788.0,A,14293.0,A,14267.0,A,13636.0,A,14012.0,A,14798.0,A,14920.0,A,15047.0,A,15207.0,A,15706.0,A,16687.0,A,17765.0,A,19182.0,A,17851.0,A,19836.0,A,18396.0,A,18418.0,A,18382.0,A,,,,,,,,
18151,5100,Africa,1055,"Meat indigenous, pig",5322,Production,Head,3846846.0,A,3992249.0,A,4071214.0,A,4317766.0,A,4536460.0,A,4723654.0,A,4803606.0,A,5183876.0,A,5565137.0,A,5631466.0,A,5794906.0,A,6291394.0,A,6534141.0,A,6441728.0,A,6599677.0,A,6948251.0,A,7140093.0,A,7212578.0,A,7231713.0,A,7474516.0,A,7875021.0,A,8072216.0,A,8149642.0,A,8474762.0,A,8955390.0,A,9707719.0,A,10419605.0,A,10883982.0,A,11972439.0,A,12237068.0,A,12141171.0,A,12504932.0,A,12437851.0,A,12554333.0,A,14946330.0,A,14998774.0,A,15366706.0,A,15322663.0,A,15643785.0,A,15736885.0,A,16233939.0,A,16986322.0,A,16564578.0,A,18165030.0,A,19324164.0,A,19692435.0,A,21026509.0,A,22418722.0,A,22860180.0,A,24429980.0,A,25590925.0,A,26445428.0,A,27330001.0,A,,,,,,,,
18153,5100,Africa,1055,"Meat indigenous, pig",5510,Production,tonnes,185508.0,A,191102.0,A,195065.0,A,206796.0,A,212598.0,A,217913.0,A,232145.0,A,239936.0,A,257762.0,A,260233.0,A,268288.0,A,290103.0,A,301728.0,A,294485.0,A,298334.0,A,311505.0,A,322525.0,A,326877.0,A,328972.0,A,341577.0,A,360704.0,A,373030.0,A,381676.0,A,401103.0,A,416814.0,A,447523.0,A,486240.0,A,506304.0,A,559773.0,A,581968.0,A,564908.0,A,601303.0,A,596468.0,A,606608.0,A,746868.0,A,755398.0,A,776355.0,A,763200.0,A,773625.0,A,768074.0,A,787340.0,A,816313.0,A,818704.0,A,882802.0,A,940258.0,A,954259.0,A,1072845.0,A,1186152.0,A,1222276.0,A,1136933.0,A,1182810.0,A,1250709.0,A,1299068.0,A,,,,,,,,
18154,5100,Africa,1144,"Meat indigenous, rabbit",5323,Production,1000 Head,10083.0,A,10135.0,A,10191.0,A,10322.0,A,11559.0,A,11814.0,A,11865.0,A,11941.0,A,12021.0,A,12084.0,A,13187.0,A,13260.0,A,13347.0,A,13624.0,A,13980.0,A,14371.0,A,14688.0,A,16673.0,A,19029.0,A,21744.0,A,27016.0,A,31674.0,A,34962.0,A,40392.0,A,47012.0,A,48721.0,A,50571.0,A,52266.0,A,53951.0,A,55164.0,A,56565.0,A,58065.0,A,59627.0,A,59992.0,A,60019.0,A,60926.0,A,60427.0,A,59909.0,A,60513.0,A,64130.0,A,63559.0,A,64022.0,A,66930.0,A,67961.0,A,69406.0,A,69109.0,A,69437.0,A,70024.0,A,69392.0,A,71790.0,A,73338.0,A,73910.0,A,74770.0,A,,,,,,,,
18156,5100,Africa,1144,"Meat indigenous, rabbit",5510,Production,tonnes,11734.0,A,11796.0,A,11863.0,A,12020.0,A,13305.0,A,13614.0,A,13675.0,A,13778.0,A,13874.0,A,13950.0,A,15091.0,A,15179.0,A,15283.0,A,15588.0,A,15955.0,A,16364.0,A,16723.0,A,19084.0,A,21891.0,A,25141.0,A,31446.0,A,37030.0,A,40973.0,A,47488.0,A,55431.0,A,57481.0,A,59599.0,A,61632.0,A,63654.0,A,65109.0,A,66789.0,A,68588.0,A,70462.0,A,70900.0,A,70932.0,A,72020.0,A,71421.0,A,70799.0,A,71028.0,A,74884.0,A,74879.0,A,75481.0,A,78408.0,A,79411.0,A,80915.0,A,80504.0,A,80950.0,A,78109.0,A,77487.0,A,80410.0,A,82172.0,A,82742.0,A,83772.0,A,,,,,,,,
18157,5100,Africa,1012,"Meat indigenous, sheep",5322,Production,Head,37894556.0,A,38307144.0,A,38452565.0,A,40376514.0,A,41441517.0,A,42979073.0,A,43910897.0,A,45437876.0,A,47537109.0,A,45914548.0,A,47083506.0,A,47158997.0,A,46698668.0,A,45900551.0,A,47763222.0,A,49155666.0,A,50335889.0,A,52342738.0,A,53045006.0,A,56087125.0,A,57666945.0,A,56963378.0,A,56464407.0,A,57068443.0,A,59278748.0,A,55887174.0,A,59636799.0,A,62651820.0,A,65908800.0,A,67411549.0,A,67544161.0,A,69759580.0,A,67287967.0,A,70063202.0,A,71774659.0,A,73289150.0,A,76287873.0,A,80875697.0,A,87902881.0,A,89362127.0,A,89371319.0,A,93254005.0,A,94435307.0,A,96694552.0,A,99933635.0,A,107333759.0,A,107859132.0,A,109510598.0,A,113053029.0,A,118141667.0,A,123235047.0,A,96252382.0,A,97965250.0,A,,,,,,,,
18159,5100,Africa,1012,"Meat indigenous, sheep",5510,Production,tonnes,481960.0,A,479055.0,A,477272.0,A,498217.0,A,524248.0,A,547796.0,A,561137.0,A,603316.0,A,638304.0,A,621516.0,A,632688.0,A,660975.0,A,611163.0,A,576610.0,A,611520.0,A,644158.0,A,658801.0,A,686402.0,A,706754.0,A,736500.0,A,763858.0,A,747709.0,A,746744.0,A,757738.0,A,790617.0,A,751193.0,A,799400.0,A,864393.0,A,904988.0,A,924509.0,A,922708.0,A,954444.0,A,950812.0,A,988604.0,A,1011205.0,A,1013561.0,A,1067877.0,A,1151680.0,A,1245061.0,A,1254515.0,A,1271711.0,A,1318944.0,A,1339146.0,A,1361422.0,A,1410447.0,A,1474552.0,A,1482541.0,A,1537160.0,A,1593151.0,A,1634200.0,A,1708148.0,A,1731908.0,A,1734902.0,A,,,,,,,,
18160,5100,Africa,1087,"Meat indigenous, turkey",5323,Production,1000 Head,1425.0,A,1510.0,A,1585.0,A,1670.0,A,1756.0,A,1896.0,A,1917.0,A,2072.0,A,2233.0,A,2383.0,A,2536.0,A,2689.0,A,2842.0,A,2575.0,A,2727.0,A,2590.0,A,2595.0,A,2956.0,A,3045.0,A,2646.0,A,2800.0,A,2750.0,A,2754.0,A,2938.0,A,3684.0,A,3982.0,A,3758.0,A,4189.0,A,4406.0,A,8449.0,A,8792.0,A,9416.0,A,10252.0,A,10809.0,A,10552.0,A,11074.0,A,11421.0,A,11590.0,A,12217.0,A,12940.0,A,13754.0,A,13416.0,A,13564.0,A,13850.0,A,14122.0,A,15796.0,A,19592.0,A,17991.0,A,20955.0,A,22589.0,A,20017.0,A,22841.0,A,22775.0,A,,,,,,,,
18162,5100,Africa,1087,"Meat indigenous, turkey",5510,Production,tonnes,6709.0,A,7010.0,A,7260.0,A,7560.0,A,7860.0,A,8630.0,A,8415.0,A,8925.0,A,9465.0,A,9935.0,A,10437.0,A,10938.0,A,11438.0,A,10679.0,A,11157.0,A,10758.0,A,10785.0,A,11889.0,A,12225.0,A,11097.0,A,11604.0,A,11649.0,A,11963.0,A,12911.0,A,15970.0,A,17231.0,A,16931.0,A,18605.0,A,20182.0,A,39589.0,A,40779.0,A,44458.0,A,49395.0,A,52288.0,A,50803.0,A,53319.0,A,55268.0,A,55741.0,A,58923.0,A,62947.0,A,67719.0,A,65571.0,A,66507.0,A,68269.0,A,71325.0,A,79445.0,A,100864.0,A,92816.0,A,107612.0,A,117228.0,A,102451.0,A,119545.0,A,108754.0,A,,,,,,,,
18163,5100,Africa,1108,"Meat, ass",5320,Producing Animals/Slaughtered,Head,56000.0,A,60400.0,A,61600.0,A,71300.0,A,82700.0,A,91900.0,A,100300.0,A,108300.0,A,103600.0,A,104400.0,A,121000.0,A,114300.0,A,100700.0,A,104600.0,A,108700.0,A,114500.0,A,121100.0,A,124600.0,A,125200.0,A,127800.0,A,132000.0,A,142300.0,A,137600.0,A,120400.0,A,109400.0,A,122000.0,A,123800.0,A,144800.0,A,150200.0,A,138565.0,A,149646.0,A,154332.0,A,158563.0,A,159871.0,A,160603.0,A,129787.0,A,139572.0,A,149426.0,A,160923.0,A,150178.0,A,160207.0,A,163668.0,A,211336.0,A,229692.0,A,246826.0,A,259060.0,A,265033.0,A,274923.0,A,286750.0,A,292981.0,A,285288.0,A,270732.0,A,269905.0,A,260606.0,A,260898.0,A,268665.0,A,280420.0,A
18165,5100,Africa,1108,"Meat, ass",5510,Production,tonnes,3910.0,A,4226.0,A,4309.0,A,4956.0,A,5717.0,A,6349.0,A,7028.0,A,7508.0,A,7306.0,A,7358.0,A,8678.0,A,8268.0,A,7247.0,A,7456.0,A,7737.0,A,8135.0,A,8601.0,A,8806.0,A,8822.0,A,8942.0,A,9211.0,A,9819.0,A,9526.0,A,8124.0,A,7313.0,A,8320.0,A,8418.0,A,9677.0,A,10011.0,A,9590.0,A,10227.0,A,10530.0,A,10847.0,A,10931.0,A,10913.0,A,8380.0,A,9110.0,A,9816.0,A,10561.0,A,9642.0,A,10649.0,A,10927.0,A,14693.0,A,16171.0,A,17213.0,A,18376.0,A,18785.0,A,19557.0,A,20295.0,A,20757.0,A,20507.0,A,19359.0,A,19481.0,A,18952.0,A,19141.0,A,19685.0,A,20518.0,A
18166,5100,Africa,1089,"Meat, bird nes",5321,Producing Animals/Slaughtered,1000 Head,18000.0,A,18000.0,A,17500.0,A,17500.0,A,17000.0,A,16500.0,A,16000.0,A,15000.0,A,14000.0,A,13000.0,A,13000.0,A,12000.0,A,11500.0,A,10800.0,A,10000.0,A,9300.0,A,8600.0,A,7850.0,A,7000.0,A,7200.0,A,11000.0,A,16500.0,A,24000.0,A,27500.0,A,28300.0,A,29000.0,A,30000.0,A,31000.0,A,32000.0,A,32500.0,A,33751.0,A,34701.0,A,35701.0,A,35751.0,A,37380.0,A,39013.0,A,40021.0,A,41015.0,A,42271.0,A,42528.0,A,42785.0,A,43041.0,A,43050.0,A,43053.0,A,43055.0,A,43058.0,A,43065.0,A,43070.0,A,43075.0,A,43181.0,A,43181.0,A,44881.0,A,47836.0,A,46374.0,A,45165.0,A,41547.0,A,41438.0,A
18168,5100,Africa,1089,"Meat, bird nes",5510,Production,tonnes,5400.0,A,5400.0,A,5250.0,A,5250.0,A,5100.0,A,4950.0,A,4800.0,A,4500.0,A,4200.0,A,3900.0,A,3900.0,A,3600.0,A,3450.0,A,3240.0,A,3000.0,A,2790.0,A,2580.0,A,2355.0,A,2100.0,A,2160.0,A,3300.0,A,4950.0,A,7200.0,A,8250.0,A,8490.0,A,8700.0,A,9000.0,A,9300.0,A,9600.0,A,9760.0,A,10140.0,A,10430.0,A,10760.0,A,10775.0,A,11463.0,A,12350.0,A,13050.0,A,13050.0,A,13725.0,A,14150.0,A,14575.0,A,14950.0,A,15400.0,A,15550.0,A,15650.0,A,15800.0,A,16150.0,A,16400.0,A,16650.0,A,16980.0,A,16980.0,A,17490.0,A,18535.0,A,18167.0,A,17837.0,A,17202.0,A,17313.0,A
18169,5100,Africa,947,"Meat, buffalo",5320,Producing Animals/Slaughtered,Head,496000.0,A,504000.0,A,511000.0,A,519000.0,A,527000.0,A,535000.0,A,542000.0,A,648000.0,A,700000.0,A,695000.0,A,731000.0,A,751000.0,A,771000.0,A,790000.0,A,809000.0,A,828000.0,A,847000.0,A,890143.0,A,919661.0,A,934078.0,A,956109.0,A,960000.0,A,970000.0,A,1100000.0,A,1010000.0,A,1020000.0,A,1025000.0,A,1035000.0,A,1070000.0,A,1215000.0,A,1103000.0,A,1125000.0,A,1147000.0,A,1280000.0,A,1375000.0,A,1370000.0,A,1450000.0,A,1520000.0,A,1580000.0,A,1640000.0,A,1073468.0,A,1156965.0,A,1048000.0,A,1068000.0,A,1115000.0,A,1132000.0,A,1167000.0,A,1182000.0,A,1228000.0,A,1262000.0,A,1271000.0,A,1205000.0,A,1170000.0,A,1149000.0,A,1179000.0,A,1089000.0,A,1041533.0,A
18171,5100,Africa,947,"Meat, buffalo",5510,Production,tonnes,83000.0,A,85000.0,A,88000.0,A,90000.0,A,92000.0,A,94000.0,A,96000.0,A,93060.0,A,96000.0,A,93000.0,A,99000.0,A,101000.0,A,103000.0,A,104000.0,A,106000.0,A,106000.0,A,107000.0,A,114000.0,A,117000.0,A,120000.0,A,123000.0,A,125000.0,A,126000.0,A,143000.0,A,135000.0,A,136000.0,A,136500.0,A,137500.0,A,142000.0,A,161000.0,A,169000.0,A,173000.0,A,177000.0,A,233000.0,A,248000.0,A,267000.0,A,270000.0,A,283000.0,A,286000.0,A,288000.0,A,284000.0,A,337500.0,A,324000.0,A,330000.0,A,354000.0,A,360000.0,A,370000.0,A,375000.0,A,381000.0,A,398353.0,A,395801.0,A,384933.0,A,389707.0,A,380000.0,A,407119.0,A,375293.0,A,359954.0,A
18172,5100,Africa,1127,"Meat, camel",5320,Producing Animals/Slaughtered,Head,393163.0,A,403981.0,A,427965.0,A,439105.0,A,471777.0,A,518275.0,A,526069.0,A,557890.0,A,555226.0,A,570510.0,A,565687.0,A,591417.0,A,572449.0,A,568017.0,A,544940.0,A,566323.0,A,560915.0,A,557188.0,A,566096.0,A,633390.0,A,618150.0,A,690295.0,A,675385.0,A,711586.0,A,708083.0,A,681889.0,A,656625.0,A,705596.0,A,761226.0,A,810174.0,A,822169.0,A,865425.0,A,800808.0,A,871851.0,A,933769.0,A,1004616.0,A,1011938.0,A,1086140.0,A,1074399.0,A,1135671.0,A,1216697.0,A,1215094.0,A,1285418.0,A,1338375.0,A,1197278.0,A,1385791.0,A,1572529.0,A,1744191.0,A,1709497.0,A,1900397.0,A,1937121.0,A,1813790.0,A,1708559.0,A,1731849.0,A,1715735.0,A,1716532.0,A,1777946.0,A
18174,5100,Africa,1127,"Meat, camel",5510,Production,tonnes,69682.0,A,71792.0,A,77118.0,A,79079.0,A,85487.0,A,96549.0,A,97473.0,A,101568.0,A,102322.0,A,104472.0,A,103476.0,A,109624.0,A,107736.0,A,105279.0,A,100667.0,A,104012.0,A,105562.0,A,103660.0,A,105513.0,A,117256.0,A,113644.0,A,129183.0,A,129290.0,A,138301.0,A,137964.0,A,133128.0,A,125281.0,A,135416.0,A,149822.0,A,157435.0,A,163215.0,A,169775.0,A,162917.0,A,177855.0,A,190083.0,A,201606.0,A,203783.0,A,214965.0,A,224163.0,A,239270.0,A,264140.0,A,259590.0,A,263217.0,A,277262.0,A,243852.0,A,286774.0,A,338891.0,A,381044.0,A,364139.0,A,399616.0,A,401374.0,A,403847.0,A,389676.0,A,396289.0,A,404495.0,A,406799.0,A,419933.0,A
18175,5100,Africa,867,"Meat, cattle",5320,Producing Animals/Slaughtered,Head,13234469.0,A,13352172.0,A,13446035.0,A,13876142.0,A,14132494.0,A,14825209.0,A,14970980.0,A,15529364.0,A,15883805.0,A,16278810.0,A,16325125.0,A,16627175.0,A,17503070.0,A,17645750.0,A,16976124.0,A,17641025.0,A,18606919.0,A,19726379.0,A,20128474.0,A,20574181.0,A,20067064.0,A,20697767.0,A,21293580.0,A,21607562.0,A,21705816.0,A,22287891.0,A,21518697.0,A,21977746.0,A,22048568.0,A,23006121.0,A,23846135.0,A,24107048.0,A,24651140.0,A,24431927.0,A,24475868.0,A,24660499.0,A,25211555.0,A,26358359.0,A,27624397.0,A,28672141.0,A,27456459.0,A,28478294.0,A,28612646.0,A,28968875.0,A,30326073.0,A,30968066.0,A,31346920.0,A,32931318.0,A,33267976.0,A,34353331.0,A,35567848.0,A,37760173.0,A,38860609.0,A,39243711.0,A,41687754.0,A,41793061.0,A,42255932.0,A
18177,5100,Africa,867,"Meat, cattle",5510,Production,tonnes,1877373.0,A,1886816.0,A,1949820.0,A,2024745.0,A,2071356.0,A,2132575.0,A,2132215.0,A,2198962.0,A,2290285.0,A,2350793.0,A,2350608.0,A,2408114.0,A,2505156.0,A,2539082.0,A,2471435.0,A,2591665.0,A,2729956.0,A,2899051.0,A,2983957.0,A,3041221.0,A,3005712.0,A,3125169.0,A,3195233.0,A,3259326.0,A,3296210.0,A,3192755.0,A,3126520.0,A,3146738.0,A,3210728.0,A,3309764.0,A,3602560.0,A,3665634.0,A,3644454.0,A,3495138.0,A,3499404.0,A,3483770.0,A,3900635.0,A,3735403.0,A,3944153.0,A,4010473.0,A,4023449.0,A,4274637.0,A,4356889.0,A,4430926.0,A,4702743.0,A,4867044.0,A,4981200.0,A,5191453.0,A,5256663.0,A,5453965.0,A,5546245.0,A,5704305.0,A,5984367.0,A,6067107.0,A,6411345.0,A,6488974.0,A,6539749.0,A
18178,5100,Africa,1058,"Meat, chicken",5321,Producing Animals/Slaughtered,1000 Head,358405.0,A,372999.0,A,386697.0,A,409381.0,A,428228.0,A,453648.0,A,481029.0,A,508385.0,A,546194.0,A,578997.0,A,604742.0,A,645472.0,A,681464.0,A,713824.0,A,755477.0,A,816202.0,A,861060.0,A,903591.0,A,948340.0,A,994740.0,A,1061421.0,A,1128716.0,A,1232755.0,A,1330374.0,A,1369734.0,A,1455117.0,A,1546832.0,A,1561975.0,A,1626838.0,A,1770095.0,A,1766642.0,A,1790303.0,A,1793388.0,A,1861444.0,A,1975850.0,A,2045994.0,A,2183074.0,A,2211896.0,A,2335854.0,A,2391947.0,A,2545894.0,A,2636568.0,A,2668820.0,A,2719429.0,A,2771407.0,A,2894485.0,A,3176400.0,A,3357934.0,A,3572869.0,A,3809774.0,A,3868346.0,A,3984277.0,A,3970860.0,A,4025289.0,A,4124637.0,A,4380121.0,A,4378037.0,A
18180,5100,Africa,1058,"Meat, chicken",5510,Production,tonnes,315963.0,A,330843.0,A,344632.0,A,366758.0,A,386002.0,A,413012.0,A,441556.0,A,468943.0,A,512085.0,A,542850.0,A,567356.0,A,613507.0,A,657589.0,A,670827.0,A,738603.0,A,807227.0,A,853228.0,A,906448.0,A,938876.0,A,998099.0,A,1065499.0,A,1134905.0,A,1239723.0,A,1326974.0,A,1395042.0,A,1483657.0,A,1568609.0,A,1581569.0,A,1646489.0,A,1848758.0,A,1853935.0,A,1887663.0,A,1904657.0,A,2014309.0,A,2163362.0,A,2290172.0,A,2481819.0,A,2502504.0,A,2627296.0,A,2780832.0,A,2980676.0,A,3182949.0,A,3188497.0,A,3211452.0,A,3328585.0,A,3382472.0,A,3751720.0,A,3987801.0,A,4201734.0,A,4505868.0,A,4623734.0,A,4788339.0,A,5116835.0,A,5264054.0,A,5386697.0,A,5336005.0,A,5467046.0,A
